2011/06/03,713,733,708,727,17,032,000,727
2011/06/06,726,726,700,701,9,004,000,701
2011/06/07,701,702,690,693,8,297,000,693
2011/06/08,692,696,686,694,3,891,000,694
2011/06/09,692,693,682,693,4,056,000,693
2011/06/10,695,703,684,685,8,074,000,685
2011/06/13,681,689,678,681,4,351,000,681
2011/06/14,679,691,674,685,4,417,000,685
2011/06/15,695,699,686,689,5,465,000,689
2011/06/16,687,695,677,678,5,543,000,678
2011/06/17,674,677,666,668,8,685,000,668
2011/06/20,668,672,661,662,4,479,000,662
2011/06/21,682,694,678,681,13,293,000,681
2011/06/22,687,700,687,697,10,981,000,697
2011/06/23,692,703,685,686,9,460,000,686
2011/06/24,685,691,681,688,7,369,000,688
2011/06/27,691,692,683,683,4,212,000,683
2011/06/28,690,694,685,688,8,387,000,688
2011/06/29,690,693,685,693,6,288,000,693
2011/06/30,699,709,696,709,6,774,000,709
2015/09/01,1,875,1,885,1,831,1,831,3,664,000,1,831
