2011/06/03,632,639,624,625,1,614,000,625
2011/06/06,625,631,624,628,870,000,628
2011/06/07,630,641,626,640,1,411,000,640
2011/06/08,643,647,634,644,1,620,000,644
2011/06/09,644,645,638,643,2,045,000,643
2011/06/10,654,659,648,650,2,339,000,650
2011/06/13,655,676,654,672,3,975,000,672
2011/06/14,670,679,668,676,1,805,000,676
2011/06/15,676,679,673,675,1,394,000,675
2011/06/16,667,673,663,664,1,083,000,664
2011/06/17,670,671,659,664,1,905,000,664
2011/06/20,665,672,661,664,1,352,000,664
2011/06/21,670,674,664,669,1,378,000,669
2011/06/22,674,687,672,684,2,222,000,684
2011/06/23,675,681,673,675,1,335,000,675
2011/06/24,672,682,672,682,1,836,000,682
2011/06/27,683,684,675,676,1,631,000,676
2011/06/28,681,683,673,676,1,145,000,676
2011/06/29,681,683,675,683,1,064,000,683
2011/06/30,688,690,682,685,1,157,000,685
2015/08/24,1,320,1,337,1,298,1,301,4,058,000,1,301
2015/08/25,1,251,1,311,1,246,1,265,4,710,000,1,265
2015/08/26,1,265,1,301,1,264,1,292,3,611,000,1,292
2015/08/27,1,309,1,345,1,309,1,323,2,237,000,1,323
2015/08/28,1,348,1,366,1,343,1,357,1,893,000,1,357
2015/08/31,1,338,1,358,1,331,1,339,1,996,000,1,339
2015/09/01,1,322,1,328,1,274,1,274,2,218,000,1,274
2015/09/02,1,248,1,279,1,243,1,251,2,626,000,1,251
2015/09/03,1,291,1,312,1,287,1,291,2,038,000,1,291
2015/09/04,1,300,1,328,1,257,1,263,3,050,000,1,263
2015/09/07,1,256,1,289,1,250,1,272,2,136,000,1,272
2015/09/08,1,253,1,269,1,227,1,228,2,518,000,1,228
2015/09/09,1,270,1,318,1,265,1,316,2,197,000,1,316
2015/09/10,1,288,1,330,1,285,1,325,1,739,000,1,325
2015/09/11,1,340,1,358,1,313,1,318,3,060,000,1,318
2015/09/14,1,307,1,316,1,291,1,294,2,105,000,1,294
2015/09/15,1,307,1,322,1,289,1,289,1,382,000,1,289
2015/09/16,1,311,1,311,1,286,1,294,1,417,000,1,294
2015/09/17,1,303,1,317,1,300,1,313,1,179,000,1,313
2015/09/18,1,301,1,304,1,268,1,277,2,178,000,1,277
2015/09/24,1,267,1,267,1,231,1,231,2,874,000,1,231
2015/09/25,1,232,1,260,1,223,1,258,2,816,000,1,258
2015/09/28,1,274,1,287,1,252,1,262,1,602,000,1,262
2015/09/29,1,233,1,243,1,202,1,210,2,158,000,1,210
2015/09/30,1,240,1,260,1,232,1,253,2,417,000,1,253
2015/10/01,1,263,1,280,1,244,1,270,1,990,000,1,270
2015/10/02,1,271,1,279,1,250,1,271,2,006,000,1,271
2015/10/05,1,291,1,295,1,271,1,285,1,323,300,1,285
2015/10/06,1,315,1,323,1,296,1,297,1,389,100,1,297
2015/10/07,1,291,1,321,1,287,1,316,1,629,300,1,316
2015/10/08,1,315,1,324,1,308,1,313,1,780,500,1,313
