2015/08/24,1,460,1,471,1,220,1,255,70,700,1,255
2015/08/25,1,285,1,430,1,212,1,315,52,800,1,315
2015/08/26,1,285,1,387,1,280,1,379,29,200,1,379
2015/08/27,1,400,1,477,1,400,1,400,22,800,1,400
2015/08/28,1,376,1,462,1,375,1,440,30,100,1,440
2015/08/31,1,401,1,448,1,401,1,415,14,400,1,415
2015/09/01,1,426,1,488,1,363,1,363,18,300,1,363
2015/09/02,1,293,1,399,1,293,1,333,15,900,1,333
2015/09/03,1,370,1,430,1,370,1,415,11,100,1,415
2015/09/04,1,388,1,389,1,251,1,330,25,300,1,330
2015/09/07,1,269,1,350,1,269,1,310,6,400,1,310
2015/09/08,1,340,1,340,1,261,1,265,10,500,1,265
2015/09/09,1,302,1,328,1,283,1,328,12,000,1,328
2015/09/10,1,280,1,339,1,266,1,321,2,600,1,321
2015/09/11,1,321,1,450,1,311,1,423,13,800,1,423
2015/09/14,1,401,1,423,1,358,1,366,6,200,1,366
2015/09/15,1,378,1,400,1,369,1,371,3,900,1,371
2015/09/16,1,376,1,410,1,359,1,360,5,000,1,360
2015/09/17,1,420,1,421,1,351,1,374,11,800,1,374
2015/09/18,1,370,1,371,1,321,1,335,5,700,1,335
2015/09/24,1,316,1,316,1,246,1,265,17,200,1,265
2015/09/25,1,249,1,270,1,242,1,270,7,200,1,270
2015/09/28,1,300,1,317,1,291,1,295,5,100,1,295
2015/09/29,1,300,1,300,1,216,1,221,7,900,1,221
2015/09/30,1,249,1,265,1,235,1,245,5,700,1,245
2015/10/01,1,234,1,251,1,216,1,238,6,300,1,238
2015/10/02,1,224,1,259,1,185,1,253,9,400,1,253
2015/10/05,1,253,1,272,1,238,1,259,5,800,1,259
2015/10/06,1,260,1,268,1,238,1,255,5,200,1,255
2015/10/07,1,274,1,275,1,239,1,272,4,000,1,272
2015/10/08,1,285,1,349,1,274,1,300,11,400,1,300
2015/10/09,1,338,1,339,1,303,1,315,5,700,1,315
