2011/06/14,257,257,251,255,26,700,85
2011/06/17,274,275,270,270,65,700,90
2011/06/20,273,274,271,273,46,300,91
2011/06/21,273,276,273,276,41,800,92
2011/06/22,278,278,269,273,130,800,91
2011/06/23,281,297,281,288,637,601,96
2011/06/27,283,284,281,282,40,800,94
2015/08/24,713,726,662,663,526,500,663
2015/08/25,633,691,610,650,516,300,650
2015/08/26,650,677,650,673,433,600,673
2015/08/27,685,701,682,692,489,300,692
2015/08/28,716,754,713,749,428,200,749
2015/08/31,743,750,722,738,241,700,738
2015/09/01,735,751,709,711,273,700,711
2015/09/02,697,735,694,713,227,900,713
2015/09/03,719,733,699,703,259,700,703
2015/09/04,705,708,661,667,233,500,667
2015/09/07,657,672,643,656,238,800,656
2015/09/08,658,661,626,627,261,500,627
2015/09/09,653,659,641,645,370,700,645
2015/09/10,635,649,629,640,259,600,640
2015/09/11,630,687,630,679,352,200,679
2015/09/14,673,678,650,654,238,300,654
2015/09/15,655,684,655,668,167,200,668
2015/09/16,673,680,664,671,76,600,671
2015/09/17,673,677,665,673,224,800,673
2015/09/18,670,696,669,694,199,200,694
2015/09/24,679,691,669,669,208,900,669
2015/09/25,668,700,666,700,215,500,700
2015/09/28,715,718,677,711,195,300,711
2015/09/29,699,699,673,675,109,800,675
2015/09/30,694,725,694,720,145,400,720
2015/10/01,734,746,727,741,141,900,741
2015/10/02,742,777,725,774,270,400,774
2015/10/05,786,791,773,778,127,400,778
2015/10/06,790,815,770,771,250,700,771
2015/10/07,773,780,750,767,144,300,767
2015/10/08,766,782,754,760,221,600,760
2015/10/09,771,776,755,775,157,700,775
