2011/06/03,512,516,505,507,1,024,000,507
2011/06/06,502,507,497,501,1,737,000,501
2011/06/07,503,503,494,502,1,106,000,502
2011/06/08,501,504,495,504,753,000,504
2011/06/09,498,499,494,499,1,073,000,499
2011/06/10,501,504,498,500,1,286,000,500
2011/06/13,496,497,491,495,947,000,495
2011/06/14,496,503,492,501,1,066,000,501
2011/06/15,506,526,505,523,4,008,000,523
2011/06/16,513,530,512,522,2,729,000,522
2011/06/17,518,518,506,511,1,893,000,511
2011/06/20,513,517,504,505,1,153,000,505
2011/06/21,514,514,504,510,753,000,510
2011/06/22,523,533,519,533,2,174,000,533
2011/06/23,523,527,517,517,1,705,000,517
2011/06/24,521,525,517,524,957,000,524
2011/06/27,522,522,516,518,828,000,518
2011/06/28,518,521,513,519,1,616,000,519
2011/06/29,522,526,520,526,940,000,526
2011/06/30,528,533,524,530,1,718,000,530
2015/08/24,1,539,1,542,1,473,1,473,1,617,900,1,473
2015/08/25,1,432,1,491,1,405,1,418,2,170,800,1,418
2015/08/26,1,425,1,502,1,420,1,496,1,916,000,1,496
2015/08/27,1,538,1,595,1,532,1,557,2,932,100,1,557
2015/08/28,1,609,1,630,1,599,1,629,2,044,800,1,629
2015/08/31,1,623,1,628,1,586,1,602,1,418,000,1,602
2015/09/01,1,587,1,587,1,512,1,513,1,369,500,1,513
2015/09/02,1,492,1,543,1,482,1,483,1,960,900,1,483
2015/09/03,1,509,1,537,1,474,1,475,1,437,400,1,475
2015/09/04,1,504,1,513,1,433,1,447,1,073,900,1,447
2015/09/07,1,447,1,464,1,424,1,445,951,700,1,445
2015/09/08,1,451,1,471,1,418,1,418,1,110,000,1,418
2015/09/09,1,470,1,490,1,447,1,490,1,501,400,1,490
2015/09/10,1,448,1,472,1,432,1,465,1,770,000,1,465
2015/09/11,1,438,1,472,1,433,1,456,1,586,500,1,456
2015/09/14,1,468,1,468,1,434,1,446,1,130,600,1,446
2015/09/15,1,454,1,474,1,447,1,447,854,200,1,447
2015/09/16,1,457,1,467,1,421,1,425,1,486,500,1,425
2015/09/17,1,439,1,462,1,431,1,452,1,312,000,1,452
2015/09/18,1,434,1,434,1,398,1,415,1,651,300,1,415
2015/09/24,1,400,1,421,1,375,1,382,1,966,300,1,382
2015/09/25,1,403,1,424,1,377,1,420,1,924,100,1,420
2015/09/28,1,443,1,472,1,431,1,439,1,838,800,1,439
2015/09/29,1,437,1,464,1,410,1,418,3,304,500,1,418
2015/09/30,1,414,1,493,1,412,1,462,3,295,100,1,462
2015/10/01,1,480,1,526,1,470,1,501,2,007,200,1,501
2015/10/02,1,484,1,516,1,480,1,505,1,116,300,1,505
2015/10/05,1,550,1,560,1,532,1,543,1,109,500,1,543
2015/10/06,1,567,1,572,1,522,1,526,1,234,000,1,526
2015/10/07,1,540,1,557,1,516,1,540,1,108,200,1,540
