2015/08/24,565,565,533,537,59,700,537
2015/08/25,495,530,471,509,64,600,509
2015/08/26,515,526,514,523,40,300,523
2015/08/27,530,557,530,540,28,700,540
2015/08/28,540,561,529,539,50,800,539
2015/08/31,537,595,535,578,68,900,578
2015/09/01,573,573,546,560,30,400,560
2015/09/02,544,562,544,552,22,500,552
2015/09/03,552,557,540,542,24,800,542
2015/09/04,548,548,520,526,39,200,526
2015/09/07,520,534,511,521,29,400,521
2015/09/08,520,521,505,510,28,200,510
2015/09/09,520,545,515,529,27,800,529
2015/09/10,522,531,517,530,11,100,530
2015/09/11,535,552,532,540,29,500,540
2015/09/14,536,543,530,531,11,400,531
2015/09/15,531,535,522,523,17,900,523
2015/09/16,532,534,526,529,10,100,529
2015/09/17,530,537,526,537,15,100,537
2015/09/18,544,545,533,535,28,800,535
2015/09/24,530,530,520,520,20,400,520
2015/09/25,521,525,518,525,20,900,525
2015/09/28,525,533,525,530,16,700,530
2015/09/29,529,531,520,520,16,700,520
2015/09/30,520,536,520,527,19,100,527
2015/10/01,529,534,526,528,12,000,528
2015/10/02,528,540,528,534,24,900,534
2015/10/05,545,545,530,536,27,000,536
2015/10/06,540,548,540,548,16,700,548
2015/10/07,548,548,538,545,20,500,545
2015/10/08,547,547,540,541,17,900,541
