2011/06/03,107,133,107,109,513,500,109
2011/06/06,112,114,105,107,139,800,107
2011/06/07,107,109,107,109,22,500,109
2011/06/08,108,109,105,108,50,800,108
2011/06/09,109,112,107,107,30,300,107
2011/06/10,108,120,108,110,220,300,110
2011/06/13,109,112,108,109,28,200,109
2011/06/14,109,111,107,110,15,300,110
2011/06/15,111,123,109,117,242,600,117
2011/06/16,115,116,112,114,30,100,114
2011/06/17,114,115,113,113,8,400,113
2011/06/20,113,114,112,113,10,900,113
2011/06/21,114,114,112,113,15,700,113
2011/06/22,113,114,112,113,8,400,113
2011/06/23,113,114,113,113,7,900,113
2011/06/24,113,115,112,115,15,300,115
2011/06/27,115,115,114,114,7,000,114
2011/06/28,114,115,114,114,9,400,114
2011/06/29,114,114,110,112,70,700,112
2011/06/30,112,122,111,113,149,300,113
2015/08/24,343,353,316,318,175,200,318
2015/08/25,286,324,256,290,318,200,290
2015/08/26,298,304,285,303,141,600,303
2015/08/27,324,326,318,324,151,000,324
2015/08/28,325,334,325,332,61,300,332
2015/08/31,330,346,328,338,134,100,338
2015/09/01,344,349,333,339,134,400,339
2015/09/02,323,349,323,336,85,300,336
2015/09/03,337,344,335,336,49,600,336
2015/09/04,335,337,308,322,134,400,322
2015/09/07,312,340,309,334,97,100,334
2015/09/08,323,332,315,319,112,600,319
2015/09/09,326,333,321,323,139,100,323
2015/09/10,323,342,319,341,91,200,341
2015/09/11,349,363,345,354,113,700,354
2015/09/14,351,360,348,360,50,400,360
2015/09/15,353,360,346,350,71,100,350
2015/09/16,357,357,348,348,30,700,348
2015/09/17,349,355,349,353,17,500,353
2015/09/18,347,356,347,351,37,500,351
2015/09/24,347,350,339,340,32,000,340
2015/09/25,339,345,337,343,46,100,343
2015/09/28,343,347,341,345,15,400,345
2015/09/29,340,340,332,334,46,800,334
2015/09/30,330,339,330,337,25,900,337
2015/10/01,340,344,336,341,17,700,341
2015/10/02,344,344,340,340,6,200,340
2015/10/05,341,348,341,346,20,800,346
2015/10/06,348,350,347,347,17,000,347
2015/10/07,349,350,347,349,13,400,349
