2011/06/03,1,133,1,133,1,116,1,117,2,694,000,1,117
2011/06/06,1,113,1,120,1,108,1,108,2,689,000,1,108
2011/06/07,1,102,1,106,1,090,1,099,4,523,000,1,099
2011/06/08,1,098,1,098,1,088,1,094,2,915,000,1,094
2011/06/09,1,088,1,093,1,084,1,088,3,317,000,1,088
2011/06/10,1,099,1,111,1,094,1,102,4,520,000,1,102
2011/06/13,1,086,1,098,1,085,1,097,1,806,000,1,097
2011/06/14,1,090,1,107,1,087,1,107,2,239,000,1,107
2011/06/15,1,108,1,110,1,097,1,102,1,518,000,1,102
2011/06/16,1,092,1,095,1,083,1,084,2,226,000,1,084
2011/06/17,1,083,1,084,1,053,1,055,5,018,000,1,055
2011/06/20,1,056,1,065,1,052,1,053,3,283,000,1,053
2011/06/21,1,054,1,057,1,049,1,051,3,652,000,1,051
2011/06/22,1,053,1,075,1,051,1,072,4,250,000,1,072
2011/06/23,1,060,1,077,1,058,1,071,2,534,000,1,071
2011/06/24,1,071,1,092,1,071,1,089,3,021,000,1,089
2011/06/27,1,093,1,102,1,091,1,095,4,191,000,1,095
2011/06/28,1,091,1,110,1,090,1,102,6,184,000,1,102
2011/06/29,1,116,1,116,1,101,1,114,3,846,000,1,114
2011/06/30,1,123,1,124,1,111,1,119,3,378,000,1,119
2015/08/31,1,774,1,788,1,744,1,782,3,480,500,1,782
2015/09/02,1,685,1,734,1,678,1,691,3,424,400,1,691
2015/09/18,1,650,1,672,1,614,1,614,4,299,900,1,614
