2011/06/06,137,100,139,900,135,500,135,600,143,678
2011/06/09,137,000,138,200,135,600,136,200,62,681
2011/06/13,137,000,141,500,137,000,141,200,75,706
2011/06/14,139,600,143,700,139,600,142,800,67,714
2011/06/17,141,900,141,900,137,000,137,000,74,685
2011/06/20,139,300,140,000,137,100,138,800,53,694
2011/06/22,141,600,143,400,141,000,143,400,78,717
2011/06/27,144,000,145,300,143,900,145,000,84,725
2011/06/29,144,500,145,600,144,500,145,600,30,728
2011/06/30,145,500,146,600,145,400,146,400,34,732
2015/08/24,3,400,3,400,3,005,3,020,124,300,3,020
2015/08/25,2,990,3,145,2,795,2,993,93,000,2,993
2015/08/26,3,150,3,175,3,085,3,160,42,600,3,160
2015/08/27,3,280,3,345,3,255,3,325,42,800,3,325
2015/08/28,3,425,3,425,3,365,3,410,30,700,3,410
2015/08/31,3,435,3,450,3,355,3,390,24,500,3,390
2015/09/01,3,350,3,355,3,270,3,270,28,800,3,270
2015/09/02,3,130,3,280,3,115,3,210,31,900,3,210
2015/09/03,3,260,3,325,3,215,3,250,49,800,3,250
2015/09/04,3,250,3,255,3,130,3,145,29,600,3,145
2015/09/07,3,105,3,140,3,065,3,105,21,100,3,105
2015/09/08,3,105,3,120,3,030,3,045,17,300,3,045
2015/09/09,3,155,3,220,3,140,3,220,29,100,3,220
2015/09/10,3,200,3,235,3,145,3,190,20,600,3,190
2015/09/11,3,150,3,280,3,150,3,260,23,200,3,260
2015/09/14,3,325,3,325,3,190,3,190,20,800,3,190
2015/09/15,3,230,3,245,3,190,3,190,14,300,3,190
2015/09/16,3,235,3,235,3,195,3,220,6,600,3,220
2015/09/17,3,230,3,255,3,230,3,250,14,400,3,250
2015/09/18,3,250,3,280,3,225,3,255,30,200,3,255
2015/09/24,3,255,3,320,3,255,3,260,39,800,3,260
2015/09/25,3,305,3,390,3,270,3,360,111,300,3,360
2015/09/28,3,345,3,345,3,265,3,290,31,800,3,290
2015/09/29,3,290,3,290,3,145,3,170,25,300,3,170
2015/09/30,3,195,3,285,3,195,3,260,12,400,3,260
2015/10/01,3,260,3,310,3,225,3,245,20,000,3,245
2015/10/02,3,240,3,285,3,215,3,245,16,100,3,245
2015/10/05,3,225,3,275,3,220,3,265,9,400,3,265
2015/10/06,3,285,3,310,3,255,3,260,16,400,3,260
2015/10/07,3,300,3,300,3,230,3,280,12,200,3,280
