2011/06/03,32,500,34,400,32,500,33,200,309,332
2011/06/08,33,400,33,400,32,100,32,300,261,323
2011/06/09,32,900,33,350,32,400,32,700,146,327
2011/06/13,32,800,33,650,32,700,33,200,116,332
2011/06/14,33,450,33,500,32,400,32,500,152,325
2011/06/15,32,600,32,650,31,850,32,500,168,325
2011/06/16,32,050,32,050,31,150,31,200,177,312
2011/06/17,31,200,32,450,31,000,31,000,97,310
2011/06/21,30,300,31,050,30,300,30,700,188,307
2011/06/22,31,200,31,300,30,700,31,300,116,313
2011/06/27,31,700,31,750,30,900,30,900,102,309
2011/06/30,31,550,32,000,30,400,31,000,159,310
2015/08/24,708,717,602,618,166,900,618
2015/08/25,550,611,521,550,177,000,550
2015/08/26,578,600,570,600,47,700,600
2015/08/27,620,655,620,655,54,500,655
2015/08/28,685,698,676,697,66,000,697
2015/08/31,697,713,680,705,49,300,705
2015/09/01,700,705,677,682,49,100,682
2015/09/02,657,695,653,679,55,500,679
2015/09/03,709,709,683,683,48,400,683
2015/09/04,633,635,598,633,186,200,633
2015/09/07,603,632,595,607,35,700,607
2015/09/08,602,602,585,600,19,200,600
2015/09/09,606,630,603,621,34,500,621
2015/09/10,611,615,602,612,11,900,612
2015/09/11,620,633,620,630,24,900,630
2015/09/14,631,637,620,625,14,900,625
2015/09/15,626,626,615,615,6,300,615
2015/09/16,625,625,613,613,4,700,613
2015/09/17,614,620,599,605,32,600,605
2015/09/18,609,619,601,603,25,700,603
2015/09/24,597,604,588,590,15,000,590
2015/09/25,597,600,587,600,6,300,600
2015/09/28,605,606,591,605,6,100,605
2015/09/29,597,621,565,576,79,900,576
2015/09/30,589,595,580,593,10,900,593
2015/10/01,592,610,585,605,17,400,605
2015/10/02,609,617,603,612,10,500,612
2015/10/05,611,625,610,625,18,900,625
2015/10/06,626,634,612,623,26,100,623
2015/10/07,630,630,613,626,11,600,626
2015/10/08,626,655,625,638,47,700,638
2015/10/09,639,650,636,650,17,100,650
