2011/06/03,611,613,597,597,130,200,597
2011/06/06,598,602,590,592,79,400,592
2011/06/07,595,602,590,598,84,500,598
2011/06/08,599,608,598,605,68,000,605
2011/06/09,607,609,601,604,50,700,604
2011/06/10,605,612,600,601,128,500,601
2011/06/13,598,603,595,601,34,000,601
2011/06/14,601,611,601,611,66,000,611
2011/06/15,608,613,603,610,62,200,610
2011/06/16,605,606,599,599,53,100,599
2011/06/17,599,601,582,584,148,100,584
2011/06/20,585,600,585,595,83,600,595
2011/06/21,605,605,591,600,55,800,600
2011/06/22,605,612,603,611,65,400,611
2011/06/23,604,611,604,609,42,600,609
2011/06/24,610,617,610,616,57,200,616
2011/06/27,612,614,602,609,108,300,609
2011/06/28,609,612,606,611,102,400,611
2011/06/29,615,619,604,618,100,400,618
2011/06/30,620,627,616,627,69,900,627
2015/08/24,1,790,1,841,1,762,1,762,319,400,1,762
2015/08/25,1,686,1,797,1,680,1,724,379,100,1,724
2015/08/26,1,726,1,816,1,726,1,804,692,500,1,804
2015/08/27,1,815,1,849,1,794,1,799,414,100,1,799
2015/08/28,1,850,1,876,1,830,1,852,370,300,1,852
2015/08/31,1,833,1,858,1,820,1,843,189,100,1,843
2015/09/01,1,803,1,812,1,745,1,745,374,300,1,745
2015/09/02,1,727,1,799,1,727,1,754,333,900,1,754
2015/09/03,1,800,1,829,1,776,1,776,307,700,1,776
2015/09/04,1,796,1,803,1,731,1,765,324,900,1,765
2015/09/07,1,731,1,756,1,714,1,728,233,300,1,728
2015/09/08,1,752,1,786,1,662,1,672,784,800,1,672
2015/09/09,1,712,1,755,1,677,1,739,416,700,1,739
2015/09/10,1,700,1,772,1,685,1,764,438,800,1,764
2015/09/11,1,724,1,765,1,717,1,749,406,000,1,749
2015/09/14,1,740,1,750,1,718,1,731,252,700,1,731
2015/09/15,1,734,1,738,1,689,1,698,268,900,1,698
2015/09/16,1,711,1,711,1,666,1,684,134,000,1,684
2015/09/17,1,700,1,729,1,662,1,720,279,700,1,720
2015/09/18,1,684,1,688,1,651,1,656,268,600,1,656
2015/09/24,1,624,1,652,1,616,1,621,210,100,1,621
2015/09/25,1,633,1,692,1,616,1,690,370,700,1,690
2015/09/28,1,692,1,714,1,662,1,694,265,600,1,694
2015/09/29,1,661,1,661,1,616,1,620,309,900,1,620
2015/09/30,1,629,1,658,1,619,1,651,201,700,1,651
2015/10/01,1,654,1,671,1,614,1,652,172,600,1,652
2015/10/02,1,635,1,659,1,622,1,647,212,100,1,647
2015/10/05,1,647,1,656,1,623,1,638,136,400,1,638
2015/10/06,1,670,1,683,1,660,1,672,200,400,1,672
2015/10/07,1,681,1,692,1,615,1,637,363,100,1,637
2015/10/08,1,634,1,637,1,576,1,611,501,000,1,611
2015/10/09,1,618,1,689,1,607,1,689,243,000,1,689
