2011/06/03,338,339,326,329,10,185,000,329
2011/06/06,324,329,319,324,11,156,000,324
2011/06/07,322,329,322,328,6,431,000,328
2011/06/08,328,334,328,331,6,668,000,331
2011/06/09,327,329,322,328,7,290,000,328
2011/06/10,332,336,328,329,10,083,000,329
2011/06/13,326,330,325,329,3,943,000,329
2011/06/14,328,336,328,333,7,489,000,333
2011/06/15,336,336,330,332,8,129,000,332
2011/06/16,328,329,321,328,10,979,000,328
2011/06/17,327,328,319,319,13,026,000,319
2011/06/20,324,334,323,327,19,543,000,327
2011/06/21,329,331,323,329,7,935,000,329
2011/06/22,332,345,332,343,17,123,000,343
2011/06/23,340,347,339,340,11,586,000,340
2011/06/24,339,347,338,347,8,717,000,347
2011/06/27,346,347,339,342,8,853,000,342
2011/06/28,349,350,344,346,6,671,000,346
2011/06/29,350,352,346,351,11,106,000,351
2011/06/30,354,354,349,353,7,394,000,353
