2011/06/03,1,675,1,703,1,665,1,670,2,908,000,1,670
2011/06/06,1,658,1,673,1,648,1,661,1,824,000,1,661
2011/06/07,1,651,1,661,1,643,1,656,2,671,000,1,656
2011/06/08,1,654,1,654,1,631,1,650,1,806,000,1,650
2011/06/09,1,634,1,647,1,623,1,644,2,040,000,1,644
2011/06/10,1,647,1,662,1,636,1,638,4,029,000,1,638
2011/06/13,1,624,1,628,1,611,1,618,1,429,000,1,618
2011/06/14,1,628,1,670,1,621,1,656,3,478,000,1,656
2011/06/15,1,696,1,705,1,676,1,679,3,607,000,1,679
2011/06/16,1,652,1,672,1,634,1,638,2,336,000,1,638
2011/06/17,1,641,1,653,1,629,1,632,2,296,000,1,632
2011/06/20,1,643,1,649,1,607,1,611,1,805,000,1,611
2011/06/21,1,613,1,622,1,603,1,620,1,417,000,1,620
2011/06/22,1,640,1,664,1,638,1,655,2,188,000,1,655
2011/06/23,1,640,1,693,1,634,1,677,3,014,000,1,677
2011/06/24,1,691,1,717,1,687,1,709,2,410,000,1,709
2011/06/27,1,701,1,730,1,689,1,718,2,547,000,1,718
2011/06/28,1,732,1,780,1,730,1,749,5,675,000,1,749
2011/06/29,1,789,1,800,1,770,1,797,4,254,000,1,797
2011/06/30,1,800,1,805,1,783,1,789,3,278,000,1,789
2015/08/25,3,910,4,160,3,800,3,917,4,327,000,3,917
2015/08/31,4,050,4,118,4,035,4,101,1,916,000,4,101
2015/09/07,3,701,3,739,3,601,3,698,2,628,000,3,698
2015/09/24,3,780,3,846,3,780,3,797,2,059,000,3,797
2015/09/25,3,772,3,944,3,770,3,936,3,189,000,3,936
