2011/06/03,547,549,537,537,5,288,000,537
2011/06/06,536,543,529,532,7,525,000,532
2011/06/07,529,538,529,537,7,937,000,537
2011/06/08,536,540,531,535,6,502,000,535
2011/06/09,535,536,530,532,4,078,000,532
2011/06/10,537,540,531,535,8,300,000,535
2011/06/13,532,534,525,527,7,839,000,527
2011/06/14,524,541,524,539,9,075,000,539
2011/06/15,543,544,538,541,4,843,000,541
2011/06/16,531,533,523,524,5,865,000,524
2011/06/17,527,527,516,521,6,830,000,521
2011/06/20,519,520,513,515,7,477,000,515
2011/06/21,518,520,512,519,10,873,000,519
2011/06/22,521,530,519,530,12,610,000,530
2011/06/23,526,537,524,532,8,082,000,532
2011/06/24,529,531,526,529,10,866,000,529
2011/06/27,530,530,523,523,7,582,000,523
2011/06/28,526,529,525,527,8,663,000,527
2011/06/29,535,536,527,531,8,328,000,531
2011/06/30,536,536,530,532,12,902,000,532
