2011/06/03,371,373,368,370,49,689,600,370
2011/06/06,366,367,356,359,90,144,300,359
2011/06/07,357,361,355,360,46,301,900,360
2011/06/08,364,367,361,363,50,963,500,363
2011/06/09,363,363,356,362,47,172,000,362
2011/06/10,368,372,363,364,64,748,200,364
2011/06/13,361,365,358,364,26,536,600,364
2011/06/14,363,375,363,372,49,564,900,372
2011/06/15,376,376,370,371,23,446,800,371
2011/06/16,366,371,365,366,31,651,800,366
2011/06/17,366,367,359,362,39,078,900,362
2011/06/20,362,365,359,361,39,929,800,361
2011/06/21,363,364,358,362,33,342,800,362
2011/06/22,364,373,364,371,59,423,800,371
2011/06/23,370,375,368,371,46,654,600,371
2011/06/24,371,377,371,376,32,019,700,376
2011/06/27,374,379,371,376,46,046,600,376
2011/06/28,380,382,374,378,50,089,500,378
2011/06/29,381,383,378,382,29,794,800,382
2011/06/30,388,393,387,390,91,277,000,390
